Name,HMIS Code,FacilityType,AgencyName,OperationalStatus,DistrictName,Latitude,Longitude,Address,ContactPhone,HasRefrigerator,HasPower,StaffCount,CatchmentRadius
"Access Clinic ,Maternity &Dental",4107802631,doctors,,,Kampala,0.26085560,32.62564888,"Mwambusa Close, Kampala",,,,,
Egara A,5354389874,doctors,,operational,Arua,2.87466325,30.98345165,,,,,,
Nyondo St Teresa Health Centre 3,3946019558,hospital,,,Mbale,0.98735387,34.22401034,"Manafwa Road, Mbale",,,,,
KAHENDERO HC II,1199315,clinic,,,Kasese,0.05634144,30.05170765,,,,,,
Mungula Health Center IV,5377072,clinic,Government of Uganda;Medicalteamsinternational;Care,operational,Adjumani,3.18974168,31.79466163,,,,,18,
Nyondo Clinic,3942739013,clinic,,,Kampala,0.31261318,32.58558078,,,,,,
Goboro Drug Shop,6351698904,doctors,Ministry Of Health,operational,Yumbe,3.63817668,31.45025996,,,,,1,
KATUM HC II,11080473415,hospital,,,Lamwo,3.56496755,32.81718433,,,,,,
Mukono International Medical Center,8440876318,hospital,,,Mukono,0.35123959,32.76625698,,,,,,
CLINIC,11010338248,clinic,,,Mityana,0.53157716,32.05669434,,,,,,
Healing Rain Medical Clinic,10020565424,doctors,,,Arua,3.11956327,30.89383696,,,,,,
Health Care Ltd.,3176662622,pharmacy,,,Jinja,0.43125500,33.21191967,,,,,,
Drug Shop,5299223121,pharmacy,George Elisa,operational,Arua,3.17636324,31.18586665,,,,,1,
KIHOKO H/C II,11001734218,clinic,,,Kasese,0.06245033,29.77365729,,,,,,
Busede Health Center III,4052167279,pharmacy,,,Jinja,0.61666152,33.29890195,"Kakira Road, Mayuge",,,,,
BUSEMBATIA HEALTH CENTRE III,11056451832,clinic,,,Bugweri,0.77712149,33.62135284,,,,,,
NYABITEETE CHC II HEALTH CENTRE II,11001478385,clinic,,,Rukungiri,-0.70631318,29.89940696,,,,,,
KOOME,11010338103,clinic,,,Mukono,-0.07434065,32.83222415,,,,,,
Kango Health Centre,8632128781,clinic,government,,Zombo,2.64426167,30.84507993,,,,,12,
KAYENGJE HEALTH UNIT,11001730404,clinic,,,Bundibugyo,0.67059228,30.04504043,,,,,,
KAKKWANGUZI LEPROSY TREATMENT CENTRE,11010338036,clinic,,,Kiboga,0.93114717,31.80359909,,,,,,
Muduuma HC III,9042253,clinic,Ministry of Health,,Mpigi,0.33722178,32.31490474,,,,,,
GBALALA,11054959879,hospital,,,Moyo,3.55634517,31.77754193,,,,,,
HEALTH CENTRE III,11080417492,hospital,,,Lamwo,3.44982828,32.76881053,,,,,,
Immaculate Drug Shop,10102721885,doctors,,,Gulu,2.75479500,32.29788386,,,,,,
HEALTH CENTRE,11056451914,clinic,,,Busia,0.31266322,34.01856570,,,,,,
Dosha Drug Shop,8632128766,pharmacy,private,,Zombo,2.41104996,30.98587998,,,,,1,
Civian Plarmacy,8435473617,pharmacy,,,Wakiso,0.09145164,32.49733166,,,,,,
Pamachi,5406574340,doctors,No,operational,Madi Okollo,2.61833183,31.04327548,,,,,,
Lions Medical Laboratory Services,4102726419,clinic,,,Kampala,0.28690655,32.57985359,"Mobutu Road, Kampala",,,,,
TROPICAL MEDICAL AND MATERNITY CENTER,11056452455,clinic,,,Sironko,1.23240619,34.24615859,,,,,,
BUHUKA H/C II,11029979794,clinic,,,Kikuube,1.23965209,30.73975092,,,,,,
Devic medical clinic,8481722917,clinic,,,Kampala,0.35387343,32.57843923,,,,,,
Adraka,5496024011,doctors,Private,operational,Arua,2.70030207,30.85305950,,,,,2,
BL Clinic,4086729073,clinic,,,Kampala,0.37000449,32.57602860,kampala,,,,,
KITUNGA,11001694540,hospital,,,Masaka,-0.64588335,31.73127894,,,,,,
Earch Pharmacy,10020565453,pharmacy,,,Arua,3.03508333,30.91350593,,,,,,
BUKANGA,11056452443,clinic,,,Luuka,0.70949789,33.35558499,,,,,,
MUHANGA,11001478318,hospital,,,Rukiga,-1.17009495,30.15375832,,,,,,
BUSHEKA HEALTH CENTRE II,11001694507,clinic,,,Ssembabule,-0.16583331,31.36647236,,,,,,
Marie stopes Uganda,10023811292,doctors,,,Arua,3.02443219,30.90937826,,,,,,
Buluganya Health Centre,3959779039,doctors,,,Bulambuli,1.22624398,34.36133508,Buluganya,,,,,
EQUATOR CLINIC,11007308918,hospital,,,Mbarara,-0.59529018,30.66902845,,,,,,
KALIMON HEALTH CENTRE II,11080473445,hospital,,,Karenga,3.61188366,33.90033527,,,,,,
Golden Care Medical Clinic,9909163219,doctor,,,Lira,2.25765460,32.90475997,,,,,,
Genre Tute Ni Drug Shop,10102833325,doctors,,,Gulu,2.77954399,32.28830158,,,,,,
Medik Dental Surgery,7060880761,clinic,,,Kampala,0.36480327,32.56065593,,,,,,
Okendakala Drug Shop,3997808078,pharmacy,,,Busia,0.26939642,33.92253449,Busia,,,,,
Hope Drug Shop Odupi Trading Centre,5299222413,pharmacy,Individual,operational,Arua,3.30491992,31.17608162,,,,,1,
ORWAMUGE HC II,11151161585,hospital,,,Abim,2.51397630,33.62437418,,,,,,
Elgon Drug Shop,3958445693,pharmacy,,,Bukedea,1.32009288,34.16479714,"Bukedea Road, Kolir",,,,,
Rubondo Healthy Center II,6288776631,clinic,MTI,operational,Isingiro,-0.73692004,31.04358494,,,,,,
BWEYONGEDDE,11029992893,clinic,,,Kassanda,0.60798583,31.62326169,,,,,,
Byabakora Outpost,6210374896,clinic,Clinical Officer,yes,Kyegegwa,0.32668497,31.08007664,,,,,3,
MUKISA,11010338318,clinic,,,Kampala,0.29337118,32.57866940,,,,,,
M,9853606518,hospital,,,Wakiso,0.23592966,32.58215283,Ndejje Road,,,,,
KATWE,11010338059,hospital,,,Kiboga,0.78852582,32.03196018,,,,,,
BIHANGA HC II,11029992941,clinic,,,Kamwenge,0.20618673,30.63239936,,,,,,
STMark Medical Centre,8963738628,clinic,private,,Kampala,0.34310135,32.57158745,,,,,11,
HEALTH CENTRE II,11010338543,clinic,,,Mityana,0.38369063,32.13487269,,,,,,
Kagunga Health Center II,8274304205,clinic,government,,Kisoro,-1.19383837,29.73335886,,,,,2,
Jabu Medical Clinic,4105119544,doctors,,,Kampala,0.26403569,32.59690758,"Salaama Road, Kampala",,,,,
Namusita Health Centre II,3998182464,doctors,,,Namutumba,0.96710386,33.59873972,"Buwalira-Nangonde Road, Ivukula",,,,,
NVUULE H/UNIT II,11001694726,clinic,,,Mpigi,0.01424844,32.10109697,,,,,,
MAHANGO,11001734187,hospital,,,Kasese,0.13039723,29.99854065,,,,,,
MUKABARA HEALTH CENTRE III,7940270,hospital,,,Kikuube,1.27298398,31.23396998,,,,,,
ERINA CLINIC,11010338342,clinic,,,Kampala,0.34936556,32.59873324,,,,,,
APOI HC III,329866305938,hospital,,,Apac,1.72251568,32.40513106,,,,,,
Aliema'S Drug Shop,5559514984,pharmacy,Private,operational,Arua,3.29845974,31.07577899,,,,,1,
AWONANGIRO,11073166845,hospital,,,Amolatar,1.69613875,32.98001185,,,,,,
KIKUNYU HC II,11056452401,clinic,,,Bugweri,0.54759866,33.58535944,,,,,,
KOCHOLO HEALTH CENTRE II,3399877,hospital,,,Karenga,3.76740643,33.89908913,,,,,,
HE Social Impact Warehouse,4441668192,pharmacy,,,Kibaale,0.76982982,31.07778863,,,,,,
Kenopsy Medical And Laboratory Services,10023811299,doctors,,,Arua,2.99728077,30.91280512,,,,,,
MUKURA HC III,9658440,clinic,,,Ngora,1.58000438,33.85055498,,,,,,
IKUMBYA HEALTH CENTRE III,7646291,clinic,,,Luuka,0.98293317,33.32425109,,,,,,
Kaliro Medical Centre,3967544923,doctors,,,Kaliro,0.89370697,33.50525309,Kaliro,,,,,
HEALTH CENTRE IV,11001730386,hospital,,,Bundibugyo,0.67196163,29.99201617,,,,,,
HEALTH CENTRE,11056452138,clinic,,,Buikwe,0.44129325,33.12265324,,,,,,
MIREIYI,11054959870,hospital,,,Adjumani,3.33757816,31.78076444,,,,,,
KIJEJJA H/C II,1933841,hospital,,,Kyotera,-0.55658951,31.53373684,,,,,,
COMMUNITY HEALTH CENTRE 11,11010338162,clinic,,,Mukono,0.44695422,32.77065815,,,,,,
TCI,11056452302,clinic,,,Tororo,0.66038396,34.15771736,,,,,,
M&G Medical Clinic,4102222542,doctors,,,Kampala,0.33673596,32.54362617,"Kigobe Road, kampala",,,,,
Kaamu Medical and Progostic Centre,8963738657,clinic,private,,Kampala,0.34189125,32.57363682,,,,,3,
KASOZI HEALTH UNIT II,11073118396,hospital,,,Nakasongola,1.41502673,32.12421149,,,,,,
Upright Clinic,4089998468,clinic,,,Kampala,0.36780525,32.55450487,"Lugoba Road, kampala",,,,,
Noah Medical Clinic,10023811278,doctors,,,Arua,3.02928959,30.90298505,,,,,,
LIFE CARE CONSULTANTS,11010338251,hospital,,,Kampala,0.34276666,32.54336767,,,,,,
Family Health Care Made Easy,4105542213,doctors,,,Kampala,0.36945036,32.60585786,Kampala,,,,,
God Care Drug Shop,10020565440,doctors,,,Arua,2.99087717,30.91388840,,,,,,
Pulse Light Drug Shop,10147626115,pharmacy,private,operational,Bundibugyo,0.79852082,30.14402283,,,,,,
Mubaraka Orthopaedic Medical Clinic,4100092161,doctors,,,Kampala,0.28862007,32.58371354,"Lukuli Road, Kampala",,,,,
Adonai Medical Centre,9903650391,doctor,,,Lira,2.24680825,32.88663829,,,,,,
KIBINGO HEALTH CENTRE II,11007285499,hospital,,,Mbarara,-0.28836534,30.51373483,,,,,,
RMF-ACF Bidibidi 2 Health Centre,4502308293,clinic,Real Medecine Foundation,,Yumbe,3.46908402,31.40723498,,,,,,
Global Medical Clinic,8963716806,clinic,private,,Kampala,0.33396298,32.57315017,,,,,2,
DAKA MED AID,11010338123,hospital,,,Kampala,0.32571384,32.56198874,,,,,,
Health Land Drug Shop,5789318246,doctors,Private,operational,Adjumani,3.37416668,32.00318167,,,,,1,
Fukang health centrr,10814519363,clinic,,,Hoima,1.48252402,31.30330047,,,,,,
Span Medicare,2611163,clinic,Span Medicare,,Kampala,0.36942019,32.60111203,"Kisaasi-Kikaya Road, kampala",,,,,
People's Pharmacy,4102652121,pharmacy,,,Kampala,0.38898212,32.59270104,kampala,,,,,
EDIOFE H/CENTRE II,11066741281,hospital,,,Arua,3.01257993,30.89609169,,,,,,
Gadumire Health Center 3,2003635,doctors,,,Kaliro,1.10590424,33.51076184,Kaliro,,,,,
JINJA INTERNATIONAL CLINIC CENTRE,11056452108,clinic,,,Jinja,0.41960499,33.20892783,,,,,,
MEDICAL RESEARCH CLINIC,11001694626,clinic,,,Kalungu,-0.06680725,31.75036906,,,,,,
Bandugga best herbal group,8963738680,clinic,private,,Kampala,0.34895259,32.57216362,,,,,2,
KASAGAMA,11001694638,hospital,,,Lyantonde,-0.11974232,31.14849468,,,,,,
Wellington Diabetes and Heart Clinic,5818469554,hospital,,,Kampala,0.31750838,32.57676612,Buganda Road,,,,,
Humura Drug Shop,6759234881,pharmacy,,operational,Kisoro,-1.30745305,29.60720317,,,,,1,
Malcom Health Centre,3623524493,clinic,,,Kampala,0.29128652,32.57159038,,,,,,
LOPELIPELI HEALTH CENTRE II,11151230032,hospital,,,Moroto,2.49841479,34.83314269,,,,,,
KANYATSI HEALTH CENTRE,11001734026,clinic,,,Kasese,0.10480837,29.74035817,,,,,,
ZAMBIA HEALTH CENTRE II,11073166772,hospital,,,Oyam,2.32254243,32.28613436,,,,,,
Rugarambiro Aid Post,8274304192,clinic,government,,Kisoro,-1.17518821,29.71460904,,,,,1,
KATEETA COU,11056451996,clinic,,,Serere,1.45383386,33.49595152,,,,,,
Yesu Nomwesigwa Drug Shop,6735301019,doctors,,operational,Rukungiri,-0.41014333,29.77544666,,,,,1,
KAMPALA IMAGING,11010338241,hospital,,,Kampala,0.34185429,32.57079502,,,,,,
Mwiru Pharmaceutical and Cosmetics,3994602980,pharmacy,,,Wakiso,0.20967377,32.54108687,,,,,,
HEALTH CENTRE II,11007285466,hospital,,,Kazo,0.03895997,30.65539553,,,,,,
Shurik Pharmacy,3957815398,pharmacy,,,Kampala,0.31597114,32.57711330,,,,,,
Bardege Health Centre lll,10102653172,hospital,,,Gulu,2.79446395,32.29311522,,,,,,
BAMURE HEALTH CENTRE II,11054940345,hospital,,,Koboko,3.49307404,31.07769652,,,,,,
St. Doreen Drug Shop,8274342556,pharmacy,private,,Kisoro,-1.31949642,29.76765358,,,,,0,
RWENSHAMA HC II,11001478482,clinic,,,Rukungiri,-0.66156287,29.90890349,,,,,,
MIREMBE H/C II,11001694678,clinic,,,Lwengo,-0.35009923,31.60145549,,,,,,
BUBANGO HEALTH CENTRE II,4153693,clinic,,,Kibaale,0.73876313,31.02928147,,,,,,
KATALAMA DISPENSARY,11010338208,hospital,,,Kiboga,0.71996772,32.12926125,,,,,,
Georgina Eye Clinic,4114252287,clinic,,,Kampala,0.33611813,32.57902119,"Kiira Road, Kampala",,,,,
MPUMUDDE HEALTH CENTRE IV,11056452219,clinic,,,Jinja,0.45984718,33.21232602,,,,,,
KOBOKO MISSION HC III,9543767,hospital,,,Koboko,3.42067375,30.95525367,,,,,,
BUFFUNJO,11029992842,clinic,,,Kyenjojo,0.73253278,30.83428446,,,,,,
Baricamp Medical Services.,5789319877,doctors,,non operational,Obongi,3.42648753,31.58095680,,,,,0,
Biorex Medical Services,1043242,doctors,,,Kampala,0.29883249,32.60318982,"Tank Hill Road, kampala",,,,,
DISPENSARY,11001694516,doctors,,,Rakai,-0.77814282,31.34708678,,,,,,
Uganda Protestant Medical Bureau,4114253436,clinic,,,Kampala,0.33936536,32.58837992,Kampala,,,,,
Teguzibirwa Dom Clinic,6157246,clinic,private_non_profit,,Kalungu,-0.15096005,31.87600130,,,,,,
Kampala Medical Centre,3530672232,clinic,,,Kampala,0.33952412,32.58695508,,,,,,
AWEI HEALTH CENTRE II,11073118365,hospital,,,Alebtong,2.17768202,33.21161767,,,,,,
HEALTH CENTRE III,11073166839,hospital,,,Amolatar,1.70274763,32.77015968,,,,,,
PATIKO HC III,1427067,hospital,,,Gulu,3.01140814,32.32162258,,,,,,
Golden Care Pharmacy,8481523018,pharmacy,,,Wakiso,0.38070156,32.64661445,Kyaliwajjala - Kira Road,,,,,
Kasonga Health Center II,5253837,clinic,LWF,operational,Kikuube,1.17321997,30.76976165,,,,True,3,
KANYIKE,11010338360,hospital,,,Mpigi,0.18573497,32.23137823,,,,,,
RWAGIMBA HEALTH CENTRE III,6156509,hospital,,,Bunyangabu,0.47999392,30.10743674,,,,,,
Gifted Hands,10198909184,clinic,private,,Lira,2.24044479,32.88706795,Lira,,,,4,
HEALTH CENTRE III,11073118339,hospital,,,Kalaki,1.72326670,33.29539949,,,,,,
KASUNGU HEALTH CENTRE II,8337004,clinic,,,Kasese,0.05051224,29.78797358,,,,,,
Nessa Medical Centre,4090836937,clinic,,,Wakiso,0.40191238,32.54552258,,,,,,
NGOMBE COMMUNITY HEALTH UNIT II,11001734114,clinic,,,Kabarole,0.65335104,30.31836734,,,,,,
mukwaya medical centre,10128402892,clinic,,,Masaka,-0.34381096,31.73928064,,,,,,
Drug Shop,5639737541,pharmacy,,non_operational,Kikuube,1.18860496,30.78247994,,,,,2,
Amy pad Pharmacy,11112046305,pharmacy,,,Wakiso,0.39930712,32.47761206,,,,,,
Sop-Sop Health Centre,3990328902,doctors,,,Tororo,0.82156938,34.06088157,Sop-Sop,,,,,
KITWE,11010338237,clinic,,,Wakiso,0.20789479,32.59977268,,,,,,
Link physiotherapy clinic,8963738645,clinic,private,,Kampala,0.34157685,32.57641693,,,,,4,
MUBWEGOMBE,11010338063,clinic,,,Kampala,0.31219685,32.54720633,,,,,,
Tobin Health Centre,3944052872,clinic,,,Mbale,1.08663944,34.17844438,mbale,,,,,
KITODHA,11056452368,clinic,,,Bugiri,0.44517365,33.82872775,,,,,,
Community Health Care,5587924040,doctors,,operational,Yumbe,3.46585422,31.24784664,,,,,1,
DABAN HOSPITAL TORORO CATHOLIC DIOCESE,11056452184,clinic,,,Busia,0.43672310,34.05232985,,,,,,
BUJUMBURA HEALTH CENTRE,11029992950,hospital,,,Hoima,1.44274854,31.35456813,,,,,,
Saluki pharmacy,11536209270,pharmacy,,,Wakiso,0.43987260,32.59925736,,,,,,
KALISIZO,11001694738,hospital,,,Kyotera,-0.53551665,31.62241243,,,,,,
Medvin Pharmacy,4048796750,pharmacy,,,Iganga,0.61425466,33.47514856,"Main Street, Iganga",,,,,
Good care clinic,7000022,clinic,,,Kampala,0.30040427,32.59793512,,,,,,
Trinity Medical Centre,613003519,doctors,,,Kampala,0.31194196,32.63444602,,,,,,
Pamitu Health Center,8632128747,clinic,government,,Zombo,2.36772189,30.93944163,,,,,2,
Trust Human Drug Shop,8274342551,pharmacy,private,,Kisoro,-1.29621175,29.67879828,,,,,2,
Nkombe Health Center,4052756571,doctors,,,Bugweri,0.65850742,33.65155166,Buyanga,,,,,
Buyobo Millennium HC,3954021727,doctors,,,Sironko,1.14933767,34.30023746,Buyobo,,,,,
Drug shop,5306806508,pharmacy,God Give;Rabala,operational,Arua,3.03116764,30.99950962,,,,,1,
NYARUHANDAGAZI HC II,11007309049,hospital,,,Rwampara,-0.70738305,30.54562487,,,,,,
BUWAISWA HEALTH CENTRE II,11056451974,clinic,,,Luuka,0.73894854,33.32710630,,,,,,
Jalimu Boys Drug Shop.,5789319889,doctors,,non operational,Obongi,3.43064177,31.56985932,,,,,0,
HEALTH CENTRE II,11056452421,clinic,,,Namutumba,0.84884418,33.72571349,,,,,,
Bios Drugs Shop,3996035359,pharmacy,,,Bugiri,0.37997116,33.77790383,Budhaya,,,,,
Health Care clinic,4100092135,clinic,,,Kampala,0.29307354,32.57916686,"Kayemba Road, Kampala",,,,,
RUHINDA HC III,4387546,hospital,,,Rukungiri,-0.68411036,29.94723368,,,,,,
MUYANGA,11001478361,hospital,,,Mitooma,-0.74308434,30.05515839,,,,,,
Elite doctor clinic,8420615318,clinic,,,Mukono,0.40745534,32.69541204,,,,,,
ABIA HC II,11073166817,hospital,,,Alebtong,2.43862592,33.11676545,,,,,,
Kazinga Health Centre II,6735301025,clinic,,non_operational,Rubirizi,-0.20920002,29.89702164,,,,,2,
Ibin All Medical Clinic,10023811308,doctors,,,Arua,3.02580448,30.90493317,,,,,,
City Clinic,10102653155,doctors,,,Gulu,2.80456364,32.28994427,,,,,,
KAKINDO H/C IV,650256306056,hospital,,,Kakumiro,1.07099806,31.18520624,,,,,,
MALIBA,11001734049,hospital,,,Kasese,0.33355268,30.11030754,,,,,,
Waic Medical Center,8457496618,clinic,,,Mukono,0.35740976,32.70097209,,,,,,
NAWANYAGO H/C II,513575306059,clinic,,,Luuka,0.68130452,33.24997326,,,,,,
ARIPEA HEALTH CENTRE II,11054959835,hospital,,,Arua,3.17353376,31.04095972,,,,,,
Lemon Pharmacy,10102721860,pharmacy,,,Gulu,2.76302117,32.30010598,,,,,,
Peera,5406574326,clinic,IDI,operational,Madi Okollo,2.55993486,31.11365035,,,,True,,
APEITOLIM HEALTH CENTRE II,11151230024,hospital,,,Napak,2.35988699,33.91350022,,,,,,
BMHC(Mulago),10177890856,hospital,,,Buikwe,0.25876993,33.11288849,,,,,,
St Jude Francis Clinic,3983271860,clinic,,,Kampala,0.28579863,32.58126377,,,,,,
APAIPAI HC IV,11073166825,hospital,,,Serere,1.52693478,33.29124458,,,,,,
HEALTH CENTRE II,11073166800,hospital,,,Nakasongola,1.60377454,32.21480595,,,,,,
NAMAVUNDU,11056451871,clinic,,,Namayingo,0.36392912,33.81622882,,,,,,
JOINT CLINICAL RESARCH CENTRE (JCRC),11056451927,clinic,,,Jinja,0.50530718,33.27936189,,,,,,
HURKSEKO,11056452152,clinic,,,Namayingo,0.30402760,33.88182107,,,,,,
Mulombi Health Centre II,5789141,doctors,,,Namayingo,0.23400685,33.74787976,Mutumba,,,,,
New Life Drug Shop,6749856221,doctors,Private,operational,Kanungu,-0.88379856,29.63747877,,,,,2,
Medi Care Clinic,4052772053,doctors,,,Iganga,0.60978283,33.47652294,"Waigona Road, Central Division",,,,,
Mambi Medical Consulatant,8963738629,clinic,private,,Kampala,0.34061888,32.57204283,,,,,8,
HEALTH CENTRE III,11001446288,hospital,,,Ntungamo,-0.98767406,30.28189197,,,,,,
The Surgery,3227448,clinic,,,Kampala,0.34115457,32.60209799,"42, Naguru Drive, Kampala",,,,,
Unique Clinic,9147833051,clinic,private,,Kampala,0.36916823,32.57538663,Kanyanya,,,,5,
BUTARE HEALTH CENTRE,11001478395,clinic,,,Ntungamo,-0.80722291,30.24351208,,,,,,
MAZUBA HEALTH UNIT,11056452444,clinic,,,Namutumba,0.93415318,33.72755465,,,,,,
MUKO,11001478362,hospital,,,Rubanda,-1.16646433,29.84368792,,,,,,
Mellinium Medical Services,4102652119,clinic,,,Kampala,0.39334340,32.59782917,kampala,,,,,
RUGARAMA HEALTH CENTRE II,11001478446,clinic,,,Ntungamo,-0.84860932,30.22809658,,,,,,
Viga Clinic,4104666151,clinic,,,Kampala,0.32983472,32.53171917,"Sentema Road, kampala",,,,,
KAYAYUMBE HEALTH CENTRE III,11001694682,hospital,,,Rakai,-0.65435997,31.44716578,,,,,,
Potters Village Children's Medical and Crisis Centre,3743742617,clinic,private,,Kisoro,-1.27633691,29.69590742,,,,,19,
Sebina Leo Drug Shop,5559514985,pharmacy,Glo Wonder,operational,Yumbe,3.32182044,31.12927816,,,,,0,
KYARUMBA HEALTH CENTRE III,8578982,hospital,,,Kasese,0.12573303,29.95295399,,,,,,
Brandi Drug Shop,10147636117,pharmacy,private,non_operational,Bundibugyo,0.80908496,30.14871669,,,,,,
Light Medical Centre,8684523040,clinic,,,Kampala,0.35985116,32.57739032,Kyebando Road,,,,,
Joy Drug Shop,10023811301,doctors,,,Arua,3.03108340,30.90774044,,,,,,
Rwingwe Health Center II,8274342562,clinic,government,,Kisoro,-1.24588001,29.71356164,,,,,5,
Genesis medical centre,8963716787,clinic,private,,Kampala,0.38018439,32.55885450,,,,,4,
Drug shop,8421000019,clinic,,,Wakiso,0.40981308,32.57187243,,,,,,
BLESSED HEALTH CARE CENTRE,11056452044,clinic,,,Jinja,0.59110912,33.31464936,,,,,,
Nature's Health,4121413937,pharmacy,,,Kampala,0.31804834,32.57439882,"Ben Kiwanuka Road, Kampala",,,,,
Jenik Pharmcy,4824906921,pharmacy,,,Wakiso,0.39265382,32.66006237,Martyrs' Way,,,,,
KIKAMBA,11007308940,hospital,,,Buhweju,-0.39225928,30.31670017,,,,,,
St Luke Medical Centre Oluodri,10023482317,doctors,,,Arua,3.02992929,30.90348889,,,,,,
OFFAKA,11066741244,hospital,,,Madi Okollo,2.63662072,31.02972152,,,,,,
Pearl drugshop,10605546969,hospital,Tusiimire stella,,Kabale,-1.26549928,29.96223234,,,,,,
Alliance Medical Clinic,3946157694,clinic,,,Mbale,1.04278524,34.18250072,"Munkaaga Nauyo Road, mbale",,,,,
EAST AFRICAN HOSP. KAIHURA,11029979795,hospital,,,Kyenjojo,0.64133248,30.57532346,,,,,,
Fame Pharmacy,8424244417,pharmacy,,,Wakiso,0.38022186,32.64645829,Kyaliwajjala - Naalya Road,,,,,
NAMASUMBI HEALTH CENTRE 11,11010338095,clinic,,,Mukono,0.54291502,32.69112814,,,,,,
KACHUMBALA HC III,11056452079,clinic,,,Bukedea,1.22664966,34.11223288,,,,,,
Primus Pharmacy,10023482333,pharmacy,,,Arua,2.99196908,30.91375630,,,,,,
AKURA HC II,11073166769,hospital,,,Alebtong,2.35053128,33.10390032,,,,,,
Rosana Clinic,4099468526,clinic,,,Kampala,0.35605457,32.56680624,kampala,,,,,
ATABU HEALTH CENTRE 11,11073166707,hospital,,,Dokolo,2.05009822,33.13326707,,,,,,
Kimsy Pharmacy,616288136,pharmacy,,,Kampala,0.30968898,32.59270716,,,,,,
Grabar Drug Shop,4105119539,pharmacy,,,Kampala,0.28116302,32.60215013,Kampala,,,,,
KATEEBWA HC II,11001734086,clinic,,,Bunyangabu,0.50995646,30.12725994,,,,,,
Kituti HC ll,5608792708,clinic,,,Kikuube,1.21263747,30.80074519,,,,,,
WOL HC II,11080473429,hospital,,,Agago,3.13931355,33.19073256,,,,,,
KIGALAMA HEALTH CENTRE III,11056452330,hospital,,,Namutumba,0.79575102,33.71747190,,,,,,
GANYENDA UC,11007308927,hospital,,,Kamwenge,0.16731842,30.40287745,,,,,,
KOBULUBULU,11073166801,hospital,,,Kaberamaido,1.72029364,33.12502532,,,,,,
Lumuli Health Center II,547567806118,doctors,,,Jinja,0.64494986,33.06678752,"Lumuli Road, Butagaya",,,,,
KAGOROGORO SDA,11029993058,clinic,,,Kyenjojo,0.67269035,30.44393755,,,,,,
KIKANDWA HEALTH CENTRE III,7839715,hospital,,,Mityana,0.63379908,32.11278688,,,,,,
Vine Pharmaceuticals,3406756140,pharmacy,,,Kampala,0.31807164,32.57446898,"Ben Kiwanuka Road, kampala",,,,,
KISIIZI HOSPITAL,11001446302,hospital,,,Rukungiri,-0.99790761,30.05619088,,,,,,
YUMBE,11054959809,hospital,,,Yumbe,3.46906223,31.24623429,,,,,,
Maureen Drug Shop,8274342538,pharmacy,private,,Kisoro,-1.32786835,29.65906670,,,,,1,
Pan Health Clinic,4086729500,clinic,,,Kampala,0.36793215,32.57823932,"Bahai road, kampala",,,,,
Kasonga Clinic,5639737540,clinic,UNHCR,operational,Kikuube,1.18793667,30.77975322,,,,True,17,
HEALTH CENTRE II,11056452155,clinic,,,Bulambuli,1.26189104,34.26944830,,,,,,
Nez Medical Clinic,8637386921,clinic,,,Kampala,0.35646705,32.61566813,Kigobe Road,,,,,
Murigwa's Clinic,6759234882,doctors,Murigwa,operational,Kisoro,-1.23063174,29.61073497,,,,,1,
Life Serving Drug Shop,5576371857,pharmacy,Personal,operational,Yumbe,3.50398828,31.23088326,,,,,1,
Lancet Laboratories,8963716808,clinic,private,,Kampala,0.33228308,32.57387696,,,,,2,
GENERAL MEDICAL CARE,11010338428,hospital,,,Kampala,0.32381392,32.56137778,,,,,,
Gisozi Health Center II,5479959,clinic,government,,Kisoro,-1.34406135,29.62657559,,,,,3,
Faith Drug Shop.,5789319875,doctors,,non operational,Obongi,3.41220493,31.55245824,,,,,1,
KAYANGO,11056452203,clinic,,,Bugiri,0.56729764,33.84372347,,,,,,
KALAKI HC III,11073166857,hospital,,,Kalaki,1.81957434,33.33838758,,,,,,
Silva Pharmacy,3954828587,pharmacy,,,Mbarara,-0.60623083,30.66570586,,,,,,
HEALTH CENTRE III,11001734008,hospital,,,Bunyangabu,0.38303173,30.21569573,,,,,,
Cholera Treatment Unit,5215672066,clinic,RMF,,Yumbe,3.47825114,31.37311058,,,,,,
Okollo Health Centre,5348727980,clinic,"Infectious Diseases Institute, HERE",operational,Madi Okollo,2.65526283,31.14765104,,,,,,
Betty Medical Clinic,10583475417,clinic,private,,Hoima,1.42574752,31.34498183,Hoima,,,,,
Pretoria Dukuva,10023482336,doctors,,,Arua,3.07820168,30.88466816,,,,,,
Bukigalabo Clinic,3954839485,clinic,,,Sironko,1.16993645,34.21527128,"Bukiwagalo, Bukiyi",,,,,
ANYEKE HEALTH CENTRE IV,8491216,hospital,,,Oyam,2.38781382,32.51002496,,,,,,
Allied Clinic,4102724056,clinic,,,Kampala,0.28090159,32.59292836,"Lukuli Road, Kampala",,,,,
KYONDO,11001734032,hospital,,,Kasese,0.12080414,29.93659335,,,,,,
Maaji B Health Center II,7415699,clinic,Government of Uganda,operational,Adjumani,3.24733826,31.65424824,,,,True,4,
Mukondo Health Center II,3970442,doctor,Clinical Officer,yes,Kyegegwa,0.33795494,31.10464165,,,,,27,
HEALTH CENTRE 111,11029979803,hospital,,,Kikuube,1.38331908,31.27007477,,,,,,
